binning,bin,block,block_meaning,sample,feature,family,n_rounds,n_games,n_rounds_heldout,n_games_heldout,coef_learn,p_learn,ci_low_learn,ci_high_learn,coef_val,p_val,ci_low_val,ci_high_val,q_learn,replicates
all,all rounds,cumulative,every message so far this game,channel,max_textblob_subjectivity,Sentiment & emotion,2913,181,4170,275,0.02356317800272051,0.04679402625103829,0.0003341691038726072,0.04679218690156841,0.0606037741603889,7.968854027776831e-08,0.038475435333199456,0.08273211298757835,0.3556610551274956,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.021349260793200577,0.047107424520198095,0.0002728064681048088,0.04242571511829635,0.03481144650009955,0.0029724044221765534,0.011843123851586507,0.05777976914861259,0.3556610551274956,False
all,all rounds,cumulative,every message so far this game,channel,min_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.01656983764338379,0.055046154361730736,-0.033497690757700954,0.0003580154709333719,0.006854398883871622,0.5072791544508386,-0.013406157522760982,0.027114955290504228,0.39580806231530197,False
all,all rounds,cumulative,every message so far this game,channel,max_certainty_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.018424080038045312,0.05946207086314464,-0.000735127632574873,0.037583287708665494,0.06293636115160163,5.878088344020897e-08,0.04018787431013281,0.08568484799307045,0.40812603183340185,False
all,all rounds,cumulative,every message so far this game,channel,within_person_disc_range,Semantic dynamics,2913,181,4170,275,0.021162996977167368,0.06495940862225745,-0.0013121437137161053,0.043638137668050844,0.03297890814274203,0.0019760999628986647,0.012086332131638199,0.05387148415384586,0.42647263921569023,False
all,all rounds,cumulative,every message so far this game,channel,max_user_min_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.028049616846297455,0.07449157340485807,-0.058873112129156024,0.002773878436561114,-0.013266439958940147,0.15259452366019302,-0.03144405111554044,0.004911171197660144,0.4489546668387641,False
all,all rounds,cumulative,every message so far this game,channel,max_exclusive_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.014979918919199964,0.07617663584959788,-0.0015767067606354546,0.031536544599035383,0.05555467424454801,3.447119108822307e-07,0.034192919717528164,0.07691642877156786,0.4489546668387641,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.017147625709586452,0.07730345256826401,-0.0018774286064785727,0.03617268002565148,0.03818867698436579,0.0003967240251640494,0.017058503321915598,0.05931885064681598,0.4489546668387641,False
all,all rounds,cumulative,every message so far this game,channel,max_first_person_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.019777725579426905,0.08375769786794984,-0.002638232144552548,0.04219368330340636,0.05095498857691427,1.9561426679313796e-05,0.027565360458440203,0.07434461669538835,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,2913,181,4170,275,0.01927086717718025,0.08912870682480482,-0.0029467466757257914,0.04148848103008629,0.04769417074776821,0.00025672174065446155,0.022121774982342225,0.07326656651319419,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_negative_bert,Sentiment & emotion,2913,181,4170,275,0.01802884480736115,0.09309256125088251,-0.0030131222434763433,0.03907081185819864,0.04232043964517307,0.003567565613254751,0.013856228641004047,0.07078465064934208,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,min_neutral_bert,Sentiment & emotion,2913,181,4170,275,-0.01559695694531714,0.10192195402241057,-0.0342869490271825,0.003093035136548225,-0.04082468173690651,0.0024156032947614996,-0.06719987975595267,-0.01444948371786035,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_forward_flow,Semantic dynamics,2913,181,4170,275,-0.016361887118672876,0.10314090598903601,-0.03603819253468822,0.003314418297342466,-0.021202390864070757,0.016350414536449934,-0.038510159588625525,-0.003894622139515986,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.01706339214648761,0.10459966595915461,-0.0035432764651364586,0.037670060758111676,0.04386478995979905,0.00011717789362986982,0.021545376194965563,0.06618420372463253,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_argue_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.016244847684828773,0.11146088111700074,-0.0037589817048297586,0.036248677074487305,0.06503126376025273,2.0127741029707343e-09,0.043776675657467186,0.08628585186303828,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_mimicry_bert,Semantic dynamics,2913,181,4170,275,0.018118282990943646,0.1115087904499834,-0.004195472938800571,0.04043203892068786,0.014832246980401368,0.1780081941318642,-0.006750933128423137,0.03641542708922588,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.020568904864312933,0.112682171464438,-0.04598372827033232,0.004845918541706455,-0.027481354396221434,0.008311982512851313,-0.04789055181779044,-0.007072156974652424,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_preposition_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,-0.009285591049545057,0.11354583711177013,-0.020786347188849308,0.0022151650897591964,0.022208189983989626,0.04034433242478566,0.0009775173291512312,0.04343886263882802,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_relative_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.018002828808889492,0.11367934749259802,-0.004302989956973931,0.040308647574752915,0.05945813520131022,2.0435131335559747e-06,0.034919492198173696,0.08399677820444675,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_positive_words_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.01666493062439927,0.1180165954146395,-0.0042304406908725,0.03756030193967104,0.04634335854498827,8.709997278561058e-05,0.023195574440563634,0.0694911426494129,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_dale_chall_score,Volume & form,2913,181,4170,275,0.016360001558401414,0.12415341283769112,-0.004494321769771319,0.03721432488657415,0.04029367360647352,0.0020147290641023908,0.014719577871865452,0.06586776934108159,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.013689008143614416,0.12770665717009605,-0.03130312366304737,0.003925107375818535,0.007835271851872985,0.5286599293344485,-0.01653863225927448,0.03220917596302045,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_adverbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.01374684518949022,0.1295452850241379,-0.00402699660905749,0.03152068698803793,0.0392046396312654,3.088095985464811e-05,0.020764018821098806,0.05764526044143199,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_dale_chall_score,Volume & form,2913,181,4170,275,0.016871249789849743,0.1319972192214842,-0.005081644287822214,0.0388241438675217,0.041889062612505405,0.0010720337623517627,0.016788664317514797,0.06698946090749601,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_max_forward_flow,Semantic dynamics,2913,181,4170,275,0.0172471742953971,0.13426528973865526,-0.005326462697801161,0.03982081128859536,0.0522662134560679,7.393717130437613e-07,0.031574319441619855,0.07295810747051594,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_mean_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.018294193498390666,0.13464754346564298,-0.04226170570350815,0.005673318706726816,-0.02307851814620251,0.029290069527271888,-0.04383181603244121,-0.0023252202599638137,0.4620858878025475,False
all,all rounds,cumulative,every message so far this game,channel,max_inclusive_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.01778809775964157,0.14592957747874716,-0.006188920227565002,0.041765115746848144,0.05314868657949679,1.5560805983542473e-05,0.029038702227684912,0.07725867093130867,0.4802779668095024,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_negative_bert,Sentiment & emotion,2913,181,4170,275,0.0148015980769885,0.14630984419362325,-0.005168663373267041,0.03477185952724404,0.034918177495835666,0.007141156813059079,0.009478191306888522,0.060358163684782806,0.4802779668095024,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_certainty_rocklage,Sentiment & emotion,2913,181,4170,275,0.014763388815570107,0.15442803688715076,-0.005555723753459443,0.03508250138459966,0.03165467359887289,0.0002468893398199003,0.014728576626253587,0.048580770571492196,0.496141139786378,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,-0.013007693472377898,0.16703712619061417,-0.03145815768384767,0.005442770739091874,0.010643480934598987,0.3579218115827365,-0.012047813954240082,0.03333477582343806,0.5254709594746404,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_adverbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.012604935076827683,0.17549742956498648,-0.005631072061454809,0.030840942215110176,0.03446813485913159,0.00012699716903481837,0.016839586365605758,0.05209668335265742,0.5408186094757746,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.012844396437534046,0.19368055990003885,-0.006524104725756893,0.032212897600824984,0.03473873279245906,0.015153173922714666,0.0067045012126021215,0.062772964372316,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,max_info_exchange_zscore_conversation,Semantic dynamics,2913,181,4170,275,0.015700390628337973,0.1981221527897571,-0.008211118053881177,0.03961189931055713,0.03136325974328212,0.008683111980264674,0.007939408326953546,0.0547871111596107,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,max_tentativeness_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.013258298185541355,0.19878677893422514,-0.0069638561818390135,0.03348045255292172,0.05109299794944289,8.603957310928036e-06,0.028587390001398413,0.07359860589748737,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_adverbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.009678721300622788,0.2036713171546921,-0.005244598891170326,0.024602041492415905,0.00905205648223343,0.460869086400984,-0.01500721528246778,0.033111328246934635,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,-0.01302821444791258,0.20557200389664032,-0.03320052933861699,0.007144100442791826,0.0074854824450606,0.5771146697121208,-0.018825788704474086,0.03379675359459529,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_max_num_chars,Volume & form,2913,181,4170,275,0.014773290657300256,0.20909340120888376,-0.008279004405812881,0.03782558572041339,0.04262474054940589,0.004888867638778211,0.012939223695216405,0.07231025740359537,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_textblob_subjectivity,Sentiment & emotion,2913,181,4170,275,0.012343220259812644,0.21011940801655415,-0.00696060173493823,0.031647042254563516,0.037969092356301304,0.0007558153365020821,0.015876675468167307,0.060061509244435304,0.5665719751874942,False
all,all rounds,cumulative,every message so far this game,channel,max_user_min_neutral_bert,Sentiment & emotion,2913,181,4170,275,-0.010935114180257298,0.22131471956567816,-0.028459018576833684,0.006588790216319088,0.013140212877268275,0.3079830122926067,-0.012122433684541621,0.038402859439078174,0.580206773828755,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_positive_affect_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.011635967443266206,0.22286088001369397,-0.007073548297910483,0.030345483184442894,0.04008864662104956,0.0014709549512501078,0.01538312139456163,0.06479417184753748,0.580206773828755,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_textblob_polarity,Sentiment & emotion,2913,181,4170,275,0.013030044516941874,0.23159879896485835,-0.008318675390692294,0.03437876442457604,0.050417619328537513,4.217712706808863e-06,0.02893738240227047,0.07189785625480455,0.5859133134435535,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_neutral_bert,Sentiment & emotion,2913,181,4170,275,0.014481324236730988,0.23281323712988877,-0.00930699423580804,0.03826964270927002,0.0038697663374363265,0.742587327504307,-0.019223818292361822,0.026963350967234474,0.5859133134435535,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.012835744829635332,0.24289650379075467,-0.008707397066839366,0.03437888672611003,0.058768034840175405,4.056732619490867e-06,0.03377413862269496,0.08376193105765585,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,max_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.014991491275113745,0.24777593049193236,-0.04041421849416682,0.010431235943939332,0.019068640492382515,0.15249107253366007,-0.007052529610713901,0.04518981059547893,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.01172619805790499,0.255577564883281,-0.008489127539323633,0.03194152365513361,0.0426403907462868,1.80381616788757e-05,0.023149753630736587,0.062131027861837024,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_certainty_rocklage,Sentiment & emotion,2913,181,4170,275,-0.00493302662338704,0.2615152542031206,-0.013544006981439703,0.003677953734665623,-0.004582832188779012,0.6842522607376937,-0.026670133126545675,0.017504468748987652,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,mean_info_exchange_zscore_conversation,Semantic dynamics,2913,181,4170,275,-0.0053522731340222805,0.2655370751410818,-0.01477410837760915,0.004069562109564589,-0.0045256077978016035,0.5602724798758103,-0.01975477573091001,0.0107035601353068,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.011312062528698036,0.2674129651012248,-0.00867931463745049,0.031303439694846565,0.04553124412759588,0.00013240372002061392,0.022181975571274246,0.06888051268391751,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_max_textblob_polarity,Sentiment & emotion,2913,181,4170,275,0.014032765590617646,0.26895000874981756,-0.010846581422716406,0.0389121126039517,0.04481749160262331,0.0012286843981765393,0.01764021267382377,0.07199477053142286,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_max_num_chars,Volume & form,2913,181,4170,275,0.010787103271699473,0.2743855898736317,-0.008555963714874175,0.030130170258273123,0.03932350997361644,0.002440569981167505,0.01389214123703941,0.06475487871019346,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_forward_flow,Semantic dynamics,2913,181,4170,275,-0.011337256911587192,0.2751869595344486,-0.031700811826219186,0.009026298003044803,0.01293741531474034,0.31224213133356127,-0.012155263398587577,0.038030094028068256,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_social_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.010380823749788598,0.276561739851381,-0.00831828218661162,0.02907992968618882,-0.019729784316228002,0.14661352297385818,-0.04636916863797245,0.006909600005516443,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_textblob_subjectivity,Sentiment & emotion,2913,181,4170,275,0.010148947699673647,0.2775892016605257,-0.008171618678821612,0.028469514078168907,0.017504495856802988,0.24262315421684522,-0.011857501167130916,0.046866492880736896,0.5903657669118222,False
all,all rounds,cumulative,every message so far this game,channel,max_positive_affect_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.009889852129143681,0.30067636287983557,-0.008838701318687909,0.028618405576975273,0.04052866516370403,0.0016502407257160787,0.015286270585673035,0.06577105974173503,0.6284703191150546,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_mean_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,-0.008928959148908027,0.30383002182383434,-0.0259485146299979,0.008090596332181845,-0.01911086464641867,0.10121756395338397,-0.04196448193561424,0.0037427526427768927,0.6284703191150546,False
all,all rounds,cumulative,every message so far this game,channel,max_num_chars,Volume & form,2913,181,4170,275,0.010047550532246022,0.3179170823361125,-0.009669985226275551,0.029765086290767594,0.05059802966409008,0.0003615240658604974,0.022793419893270266,0.07840263943490988,0.6487226950372025,False
all,all rounds,cumulative,every message so far this game,channel,max_user_min_argue_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.008006659388344096,0.3262013966911953,-0.007977106783494146,0.023990425560182337,0.009044523286253037,0.2881840045733316,-0.007645721310526685,0.02573476788303276,0.6567521453382732,False
all,all rounds,cumulative,every message so far this game,channel,stdev_forward_flow,Semantic dynamics,2913,181,4170,275,-0.010758536027498272,0.33527004461929144,-0.03264248178752959,0.011125409732533046,-0.014341108376568905,0.17352295718659327,-0.03499405590224911,0.0063118391491113045,0.6661286412830658,False
all,all rounds,cumulative,every message so far this game,channel,min_negative_bert,Sentiment & emotion,2913,181,4170,275,-0.007797030972885092,0.34149315165172334,-0.023862624572792302,0.008268562627022118,-0.030290746191706068,0.0007304141728985241,-0.04786638698892276,-0.01271510539448938,0.6696813753170159,False
all,all rounds,cumulative,every message so far this game,channel,max_preposition_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.009065743688288094,0.358500761669424,-0.010285198887870307,0.028416686264446496,0.04283601706702378,0.0038804816361950978,0.013762172612478297,0.07190986152156927,0.6940207052831158,False
all,all rounds,cumulative,every message so far this game,channel,mean_positivity_zscore_conversation,Sentiment & emotion,2913,181,4170,275,0.005864273798760418,0.3744620125150422,-0.007077022353874851,0.018805569951395686,-0.005457777598973072,0.4223713724028296,-0.01879052280536079,0.007874967607414646,0.7157438467059667,False
all,all rounds,cumulative,every message so far this game,channel,max_function_word_accommodation,Semantic dynamics,2913,181,4170,275,-0.018638205616838644,0.3955641936447034,-0.06163667718608655,0.024360265952409265,0.024362236264595286,0.05668129429104112,-0.0006929095850177133,0.049417382114208284,0.7466274155043776,False
all,all rounds,cumulative,every message so far this game,channel,max_textblob_polarity,Sentiment & emotion,2913,181,4170,275,0.010697844238103162,0.40519209347004814,-0.014491711676420672,0.035887400152626994,0.06416004894068976,1.8490291269576146e-08,0.041806488159590746,0.08651360972178877,0.7553581001725589,False
all,all rounds,cumulative,every message so far this game,channel,max_user_min_certainty_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,-0.009437396918935085,0.41683896767345185,-0.03221921636876845,0.013344422530898278,0.004220540950558315,0.5504601243830916,-0.009633944164202761,0.01807502606531939,0.7560630225591503,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_positive_words_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,-0.006260013517867786,0.4205369355737507,-0.02149223242154145,0.008972205385805877,-0.00191873962819081,0.871647709134744,-0.025195065099426105,0.021357585843044483,0.7560630225591503,False
all,all rounds,cumulative,every message so far this game,channel,gini_coefficient_sum_num_messages,Participation & timing,2913,181,4170,275,0.009018915011966952,0.42456287480391475,-0.01311769121212635,0.031155521236060253,0.05353794901706507,3.0996644765915666e-06,0.031040063154221965,0.07603583487990818,0.7560630225591503,False
all,all rounds,cumulative,every message so far this game,channel,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,2913,181,4170,275,-0.00624861740349006,0.4282615091949741,-0.02170876327489011,0.009211528467909989,-0.0011007897955931374,0.9293348919019297,-0.025429471193078652,0.023227891601892377,0.7560630225591503,False
all,all rounds,cumulative,every message so far this game,channel,max_user_min_first_pronouns_proportion,Semantic dynamics,2913,181,4170,275,0.0058100437516016715,0.43060543006680085,-0.008638207231832486,0.020258294735035827,0.01128553977906158,0.07956217925258223,-0.0013307315150497753,0.023901811073172935,0.7560630225591503,False
all,all rounds,cumulative,every message so far this game,channel,max_mimicry_bert,Semantic dynamics,2913,181,4170,275,0.00917142072396126,0.4378518739991203,-0.013998284788770849,0.03234112623669337,0.020937603567188275,0.09651351939822968,-0.0037537566295911297,0.045628963763967675,0.7599498042973238,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_max_neutral_bert,Sentiment & emotion,2913,181,4170,275,0.00991963536602083,0.46260730475333034,-0.01654807224049263,0.03638734297253429,0.036295219856467165,0.006912902613624577,0.009957925992485052,0.06263251372044928,0.7866707492845882,False
all,all rounds,cumulative,every message so far this game,channel,min_user_max_relative_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.005744442717600472,0.46813017784436683,-0.009773844034867613,0.021262729470068555,-0.0006660513885347056,0.9592721458326031,-0.02622927581651633,0.02489717303944692,0.7866707492845882,False
all,all rounds,cumulative,every message so far this game,channel,max_neutral_bert,Sentiment & emotion,2913,181,4170,275,0.00959852922685883,0.46887660553386057,-0.016374908872069507,0.035571967325787164,0.051307600318056465,4.62597527833701e-05,0.026622543036258547,0.07599265759985438,0.7866707492845882,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_max_verbs_lexical_wordcount,Lexical (LIWC),2913,181,4170,275,0.009093584150358883,0.4748684509276161,-0.015848467320613346,0.03403563562133111,0.04168891472836751,0.0006659015201767893,0.017679848900555024,0.06569798055618001,0.787968528462308,False
all,all rounds,cumulative,every message so far this game,channel,min_user_min_word_TTR,Volume & form,2913,181,4170,275,-0.00610261447511892,0.5042211833203789,-0.024011838965592235,0.011806610015354397,-0.01997071713893027,0.041251061347784154,-0.039148537586953455,-0.0007928966909070828,0.8127149384940016,False
all,all rounds,cumulative,every message so far this game,channel,sum_num_messages,Volume & form,2913,181,4170,275,-0.022552383458398582,0.5051577703402145,-0.0888820636783867,0.04377729676158955,0.0367753694828822,0.00017536129742859005,0.01756520731862197,0.055985531647142435,0.8127149384940016,False
all,all rounds,cumulative,every message so far this game,channel,mean_user_max_info_exchange_zscore_conversation,Semantic dynamics,2913,181,4170,275,0.011517830822379359,0.5059285047578552,-0.022419102383949535,0.04545476402870825,0.02199249089303078,0.067880799399935,-0.0016160936738144616,0.045601075459876024,0.8127149384940016,False
all,all rounds,cumulative,every message so far this game,channel,max_user_min_info_exchange_zscore_conversation,Semantic dynamics,2913,181,4170,275,-0.004885576884444495,0.5174529212477931,-0.01967918171155321,0.009908027942664217,-0.0201855889559375,0.06340662187207727,-0.04149809281056269,0.0011269148986876865,0.822477801141229,False
